_step,step,eval/episode_reward,eval/episode_success_any,eval_idx,variant,seed,run_id,run_name
31251968.0,31251968.0,8.7421875,0.2890625,121,Vanilla CRL,0,tqletfk1,crl_hu50_s0
31505920.0,31505920.0,8.2109375,0.25390625,122,Vanilla CRL,0,tqletfk1,crl_hu50_s0
31759872.0,31759872.0,8.23828125,0.28515625,123,Vanilla CRL,0,tqletfk1,crl_hu50_s0
32013824.0,32013824.0,9.09765625,0.30078125,124,Vanilla CRL,0,tqletfk1,crl_hu50_s0
32267776.0,32267776.0,6.74609375,0.25390625,125,Vanilla CRL,0,tqletfk1,crl_hu50_s0
32521728.0,32521728.0,10.36328125,0.33203125,126,Vanilla CRL,0,tqletfk1,crl_hu50_s0
32775680.0,32775680.0,10.83984375,0.3203125,127,Vanilla CRL,0,tqletfk1,crl_hu50_s0
33029632.0,33029632.0,9.1015625,0.28515625,128,Vanilla CRL,0,tqletfk1,crl_hu50_s0
33283584.0,33283584.0,9.10546875,0.32421875,129,Vanilla CRL,0,tqletfk1,crl_hu50_s0
33537536.0,33537536.0,8.8203125,0.30078125,130,Vanilla CRL,0,tqletfk1,crl_hu50_s0
33791488.0,33791488.0,5.375,0.234375,131,Vanilla CRL,0,tqletfk1,crl_hu50_s0
34045440.0,34045440.0,7.21875,0.30078125,132,Vanilla CRL,0,tqletfk1,crl_hu50_s0
34299392.0,34299392.0,9.0,0.2890625,133,Vanilla CRL,0,tqletfk1,crl_hu50_s0
34553344.0,34553344.0,8.5625,0.3203125,134,Vanilla CRL,0,tqletfk1,crl_hu50_s0
34807296.0,34807296.0,9.125,0.30078125,135,Vanilla CRL,0,tqletfk1,crl_hu50_s0
35061248.0,35061248.0,8.328125,0.30859375,136,Vanilla CRL,0,tqletfk1,crl_hu50_s0
35315200.0,35315200.0,8.6015625,0.30078125,137,Vanilla CRL,0,tqletfk1,crl_hu50_s0
35569152.0,35569152.0,7.53515625,0.25390625,138,Vanilla CRL,0,tqletfk1,crl_hu50_s0
35823104.0,35823104.0,7.73046875,0.28515625,139,Vanilla CRL,0,tqletfk1,crl_hu50_s0
36077056.0,36077056.0,9.84375,0.3046875,140,Vanilla CRL,0,tqletfk1,crl_hu50_s0
36331008.0,36331008.0,7.35546875,0.25390625,141,Vanilla CRL,0,tqletfk1,crl_hu50_s0
36584960.0,36584960.0,7.61328125,0.2734375,142,Vanilla CRL,0,tqletfk1,crl_hu50_s0
36838912.0,36838912.0,9.09375,0.3203125,143,Vanilla CRL,0,tqletfk1,crl_hu50_s0
37092864.0,37092864.0,5.26953125,0.21875,144,Vanilla CRL,0,tqletfk1,crl_hu50_s0
